#,Traffic (desc),Traffic (Percent %),# of Keywords,Referring Domains,URL,Top Keyword,Its Volume,Position,Page URL inside,Traffic value
461,1501,0.03,322,29,https://www.gsmarena.com/htc_desire_530-7940.php,htc desire 530,1300,1,,715
462,1500,0.03,115,168,https://www.gsmarena.com/sony_xperia_z5_compact-7535.php,sony xperia z5 compact,1200,1,,566
463,1496,0.03,123,213,https://www.gsmarena.com/sony_xperia_z3_compact-6538.php,z3 compact,600,1,,460
464,1496,0.03,18,211,https://www.gsmarena.com/samsung_galaxy_m20-9506.php,samsung galaxy m20,1800,1,,0
465,1495,0.03,23,218,https://www.gsmarena.com/nokia_6_1_plus_(nokia_x6)-9178.php,nokia x6,800,1,,196
466,1493,0.03,83,24,https://www.gsmarena.com/lg_k30-9190.php,lg k30 specs,1100,1,,1
467,1491,0.03,286,75,https://www.gsmarena.com/samsung_galaxy_tab_a_9_7-7122.php,samsung galaxy tab a 9.7,900,1,,1211
468,1488,0.03,1310,216,https://www.gsmarena.com/apple_ipad_air_2-6742.php,ipad air 2 specs,2300,2,,1511
469,1488,0.03,200,92,https://www.gsmarena.com/motorola_moto_e-6376.php,motorola moto e,11000,8,,1040
470,1483,0.03,36,6,https://www.gsmarena.com/coolpad_legacy-9960.php,coolpad legacy,16000,3,,110
471,1483,0.03,573,20,https://www.gsmarena.com/samsung_galaxy_s6_(usa)-7164.php,sm-g920v,1100,2,,1827
472,1475,0.03,27,137,https://www.gsmarena.com/oneplus_9_pro-10806.php,oneplus 9 pro,12000,5,,3
473,1475,0.03,37,134,https://www.gsmarena.com/sony_xperia_xz1-8804.php,sony xperia xz1,2500,1,,22
474,1471,0.03,155,35,https://www.gsmarena.com/compare.php3?idPhone1=8966&idPhone2=8967,samsung galaxy s9 vs s9+,3600,4,,0
475,1468,0.03,34,309,https://www.gsmarena.com/samsung_galaxy_a12-10604.php,a12,5800,1,,579
476,1452,0.03,36,74,https://www.gsmarena.com/sony_xperia_xz2_premium-9166.php,sony xperia xz2 premium,700,1,,29
477,1451,0.03,142,155,https://www.gsmarena.com/honor_6x-8388.php,honor 6x,2400,1,,833
478,1451,0.03,41,100,https://www.gsmarena.com/sony_xperia_e-5149.php,soni xperia e,450,1,,829
479,1451,0.03,1198,44,https://www.gsmarena.com/apple_iphone_7-pictures-8064.php,iphone 7,1010000,7,Sitelinks,4244
480,1444,0.03,203,53,https://www.gsmarena.com/best_gaming_phones_buyers_guide-review-2031.php,best gaming phone,5300,4,,2572
481,1436,0.03,28,102,https://www.gsmarena.com/asus_zenfone_5z_zs620kl-9096.php,asus zenfone 5z,3100,2,,1
482,1428,0.03,66,186,https://www.gsmarena.com/samsung_galaxy_watch3-10315.php,samsung galaxy watch 3,65000,12,,616
483,1414,0.03,295,176,https://www.gsmarena.com/alcatel-phones-5.php,alcatel,24000,5,,1791
484,1413,0.03,241,10,https://www.gsmarena.com/compare.php3?idPhone1=7821,samsung s7,35000,1,Sitelinks,3073
485,1409,0.03,319,28,https://www.gsmarena.com/samsung_galaxy_tab_e_8_0-7879.php,galaxy tab e 8.0,400,1,,1158
486,1407,0.03,696,150,https://www.gsmarena.com/apple_ipad_air-5797.php,ipad air 1,5000,5,,3270
487,1405,0.03,23,50,https://www.gsmarena.com/motorola_moto_g_power_(2021)-10672.php,moto g power specs,5300,3,,2
488,1403,0.03,460,31,https://www.gsmarena.com/lg_g5_vs_samsung_galaxy_s7-review-1433.php,samsung s7,35000,1,Sitelinks,3051
489,1403,0.03,15,187,https://www.gsmarena.com/huawei_mate_30_pro-9885.php,huawei mate 30 pro,7500,3,,0
490,1395,0.03,147,18,https://www.gsmarena.com/samsung_galaxy_avant-6542.php,samsung galaxy avant,1000,1,,1654
491,1393,0.03,27,36,https://www.gsmarena.com/the_nintendo_switch_pro_may_be_unveiled_in_a_few_weeks_with_7_oled_display_dlss_support-news-49332.php,switch pro,28000,1,Top stories,571
492,1384,0.03,306,219,https://www.gsmarena.com/xiaomi-phones-80.php,xiaomi phones,4700,4,,1075
493,1382,0.03,292,154,https://www.gsmarena.com/oneplus-phones-95.php,oneplus phone,26000,7,,1020
494,1378,0.03,102,289,https://www.gsmarena.com/sony_xperia_z2-6144.php,xperia z2,900,1,,265
495,1374,0.03,236,21,https://www.gsmarena.com/compare.php3?idPhone1=7969&idPhone2=5685,compare iphone 5s and se,100,1,,5524
496,1374,0.03,18,10,https://www.gsmarena.com/nokia_3_1_a-9736.php,nokia 3.1a,1200,1,,0
497,1364,0.03,273,69,https://www.gsmarena.com/samsung_galaxy_tab_a_8_0_(2015)-7121.php,sm-t350,3300,5,,1214
498,1362,0.03,4,107,https://www.gsmarena.com/huawei_p_smart_2019-9409.php,huawei p smart 2019,4200,1,,0
499,1361,0.03,344,109,https://www.gsmarena.com/samsung_galaxy_tab_3_7_0-5422.php,samsung galaxy tab 3,5200,6,,2478
500,1361,0.03,41,250,https://www.gsmarena.com/samsung_galaxy_s21+_5g-10625.php,s21 plus specs,600,1,,0
501,1355,0.03,755,162,https://www.gsmarena.com/zte-phones-62.php,zte phones,12000,3,,1423
502,1350,0.03,23,37,https://www.gsmarena.com/huawei_mediapad_m3_8_4-8315.php,huawei mediapad m3,2200,1,,1126
503,1348,0.03,786,515,https://www.gsmarena.com/apple_iphone_4s-4212.php,iphone 4s specs,600,2,,3057
504,1347,0.03,141,71,https://www.gsmarena.com/motorola_droid_mini-5603.php,droid mini,800,1,,891
505,1346,0.03,39,319,https://www.gsmarena.com/nokia_9_pureview-8867.php,nokia 9,5600,3,,302
506,1345,0.03,7,76,https://www.gsmarena.com/huawei_p_smart_2021-10475.php,huawei p smart,7800,2,,8
507,1344,0.03,14,125,https://www.gsmarena.com/samsung_galaxy_a20e-9661.php,samsung a20e,3500,1,,72
508,1338,0.03,249,111,https://www.gsmarena.com/samsung_galaxy_tab_s4_10_5-9262.php,samsung galaxy tab s4 specs,700,1,,398
509,1330,0.03,100,124,https://www.gsmarena.com/apple_ipad_10_2_(2020)-10445.php,ipad 8th generation,103000,15,,440
510,1322,0.03,461,2,https://www.gsmarena.com/top_ten_fan_favorites_phones_of_the_month-news-15684.php,top 5 smartphone 2015,350,1,Featured snippet,2802
511,1320,0.03,26,5,https://www.gsmarena.com/compare.php3?idPhone1=9816&idPhone2=9689,oneplus 7t vs 7 pro,3400,2,,0
512,1320,0.03,109,27,https://www.gsmarena.com/asus_zenpad_3s_10_z500m-8218.php,asus zenpad 3s 10,4900,3,,285
513,1312,0.03,330,116,https://www.gsmarena.com/samsung_galaxy_tab_a_7_0_(2016)-7880.php,samsung galaxy tab a 7.0 (2016),1000,1,,946
514,1306,0.03,75,3,https://www.gsmarena.com/compare.php3?idPhone1=6849&idPhone2=6033,s5 vs s6,600,1,,1795
515,1300,0.03,255,49,https://www.gsmarena.com/alcatel_idol_3_(5_5)-7081.php,alcatel idol 3 spec,350,1,,743
516,1298,0.03,202,47,https://www.gsmarena.com/samsung_galaxy_tab_4_8_0-6249.php,galaxy tab 4 8.0,350,1,,2253
517,1295,0.03,168,135,https://www.gsmarena.com/nokia_lumia_635-6254.php,nokia lumia 635,1500,1,,383
518,1294,0.03,7,152,https://www.gsmarena.com/nokia_4_2-9603.php,nokia 4.2,5100,1,,3
519,1289,0.02,6,77,https://www.gsmarena.com/xiaomi_black_shark_2_pro-9779.php,black shark 2 pro,2500,1,,0
520,1286,0.02,24,141,https://www.gsmarena.com/honor_7-7269.php,huawei honor 7,1100,1,,491
521,1280,0.02,602,98,https://www.gsmarena.com/apple_ipad_2_wi_fi-3847.php,ipad 2,14000,8,,874
522,1270,0.02,11,156,https://www.gsmarena.com/apple_iphone_se_2020-review-2108.php,iphone 2020,69000,13,,6485
523,1269,0.02,25,94,https://www.gsmarena.com/xiaomi_mi_mix_fold-10817.php,xiaomi mi mix,6700,3,,291
524,1268,0.02,38,151,https://www.gsmarena.com/samsung_galaxy_z_flip_5g-10244.php,galaxy z flip 5g,8100,6,,68
525,1266,0.02,107,3,https://www.gsmarena.com/compare.php3?idPhone1=7431&idPhone2=6434,note 4 vs note 5,150,1,,4371
526,1266,0.02,118,309,https://www.gsmarena.com/sony_xperia_z1-5596.php,sony xperia z1,1300,1,,165
527,1263,0.02,17,166,https://www.gsmarena.com/samsung_galaxy_m30-9505.php,samsung m30,2100,1,,2
528,1259,0.02,9,88,https://www.gsmarena.com/motorola_moto_e6_plus-9831.php,moto e6 plus,3700,1,,0
529,1249,0.02,207,444,https://www.gsmarena.com/sony_xperia_z-5204.php,sony xperia z,1000,1,,334
530,1249,0.02,509,541,https://www.gsmarena.com/nokia-phones-1.php,all nokia phones,200,1,,1174
531,1248,0.02,20,107,https://www.gsmarena.com/htc_u_ultra-8519.php,htc u ultra,1800,1,,727
532,1247,0.02,325,79,https://www.gsmarena.com/htc_desire_510-6608.php,htc opcv 220,400,1,,747
533,1237,0.02,349,12,https://www.gsmarena.com/samsung_galaxy_note5_(usa)-7504.php,samsung note 5 sizes,300,3,,2285
534,1235,0.02,144,170,https://www.gsmarena.com/samsung_galaxy_j1-6907.php,samsung galaxy j1,900,1,,723
535,1234,0.02,3,0,https://www.gsmarena.com/leak_the_sony_wf1000xm4_will_have_better_anc_ldac_support_and_longer_battery_life-news-49334.php,gsmarena,112000,2,Top stories,4158
536,1230,0.02,37,125,https://www.gsmarena.com/htc_touch_pro-2413.php,hct touch pro,300,1,,175
537,1228,0.02,67,173,https://www.gsmarena.com/samsung_galaxy_a3_(2017)-8336.php,galaxy a3 2017,1000,1,,921
538,1227,0.02,24,121,https://www.gsmarena.com/asus_zenfone_max_pro_(m1)_zb601kl_zb602k-9173.php,asus zenfone max pro m1,2200,1,,81
539,1227,0.02,385,31,https://www.gsmarena.com/samsung_galaxy_s4_cdma-5388.php,sch-i545,400,1,,444
540,1226,0.02,133,21,https://www.gsmarena.com/compare.php3?idPhone1=8858&idPhone2=9318,iphone x vs xs,6600,4,,18
541,1225,0.02,43,18,https://www.gsmarena.com/compare.php3?idPhone1=9536&idPhone2=10081,s10 vs s20,3500,4,,15
542,1219,0.02,170,13,https://www.gsmarena.com/compare.php3?idPhone1=5685&idPhone2=5690,iphone 5c vs 5s,250,1,,2591
543,1215,0.02,97,2,https://www.gsmarena.com/compare.php3?idPhone1=7821&idPhone2=6849&idPhone3=6033,s6 vs s7,1800,3,,6493
544,1201,0.02,35,264,https://www.gsmarena.com/xiaomi_redmi_note_10-10247.php,mi note 10,9200,3,,38
545,1199,0.02,200,48,https://www.gsmarena.com/lenovo_tab_2_a10_70-7089.php,lenovo tab 2 a10-70f,600,2,,678
546,1192,0.02,21,228,https://www.gsmarena.com/nokia_n73-1550.php,nokii n73,400,1,,143
547,1189,0.02,31,147,https://www.gsmarena.com/xiaomi_mi_max_3-8963.php,mi max 3,1700,1,,338
548,1187,0.02,130,162,https://www.gsmarena.com/samsung_i9295_galaxy_s4_active-5446.php,galaxy s4 active specifications,300,1,,457
549,1180,0.02,262,85,https://www.gsmarena.com/apple_ipad_4_wi_fi_+_cellular-5071.php,ipad 4,11000,4,,695
550,1178,0.02,10,85,https://www.gsmarena.com/lenovo_pad_pro_unveiled_with_115_90_hz_oled_display_pad_plus_and_vanilla_models_follow-news-49298.php,lenovo tablet,31000,2,Top stories,900
551,1176,0.02,170,111,https://www.gsmarena.com/samsung_galaxy_tab_s_10_5_lte-6235.php,samsung galaxy tab s,4000,7,,1338
552,1175,0.02,10,87,https://www.gsmarena.com/sony_xperia_10_plus-9591.php,sony xperia 10 plus,3000,1,,3
553,1172,0.02,213,22,https://www.gsmarena.com/zte_zmax_2-7572.php,zte zmax 2,400,1,,902
554,1172,0.02,32,53,https://www.gsmarena.com/motorola_moto_g5s-8698.php,moto g5s,1900,1,,8
555,1168,0.02,143,30,https://www.gsmarena.com/compare.php3?idPhone1=7242&idPhone2=7243,iphone 6s vs 6s plus,600,1,,3108
556,1164,0.02,1,3,https://www.gsmarena.com/samsung_galaxy_note10_lite-reviews-10003.php,note 10 lite,64000,8,,0
557,1162,0.02,332,128,https://www.gsmarena.com/lg_leon-7053.php,lg leon,700,1,,1653
558,1158,0.02,12,4,https://www.gsmarena.com/compare.php3?idPhone1=10377&idPhone2=10081,s20 fe vs s20,5400,5,,1
559,1153,0.02,33,97,https://www.gsmarena.com/samsung_galaxy_note10+_5g-9787.php,note10+ 5g,500,1,,8
560,1152,0.02,50,9,https://www.gsmarena.com/compare.php3?idPhone1=9408&idPhone2=9256,pixel 3 vs 3a,5800,4,,0
561,1150,0.02,27,200,https://www.gsmarena.com/samsung_galaxy_a52-10641.php,a52,1400,1,,142
562,1147,0.02,12,14,https://www.gsmarena.com/samsung_galaxy_a51-reviews-9963.php,samsung a51 review,11000,8,,5
563,1145,0.02,641,301,https://www.gsmarena.com/samsung_i9505_galaxy_s4-5371.php,gt i9505,150,1,,834
564,1143,0.02,5,56,https://www.gsmarena.com/motorola_moto_g8_power-review-2109.php,moto g8 power,54000,8,,0
565,1140,0.02,28,246,https://www.gsmarena.com/sony_xperia_1_ii-10096.php,sony xperia 1 ii,5500,3,,36
566,1138,0.02,203,20,https://www.gsmarena.com/lg_aristo_2-9047.php,lg aristo,16000,9,,381
567,1138,0.02,14,64,https://www.gsmarena.com/motorola_one_power_(p30_note)-9221.php,motorola one power,1900,1,,0
568,1137,0.02,139,92,https://www.gsmarena.com/microsoft_lumia_640_xl-7084.php,lumia 640 xl,350,1,,442
569,1126,0.02,448,95,https://www.gsmarena.com/samsung_galaxy_s5_active-6356.php,s5 active,450,1,,907
570,1118,0.02,142,270,https://www.gsmarena.com/sony_xperia_z_ultra-5540.php,xperia z ultra,350,1,,181
571,1117,0.02,156,157,https://www.gsmarena.com/motorola_razr_5g-10410.php,motorola razr 5g,6000,7,,518
572,1116,0.02,149,2,https://www.gsmarena.com/compare.php3?idPhone1=8065&idPhone2=6665,iphone 6 plus vs iphone 7 plus,250,1,,3947
573,1113,0.02,14,2,https://www.gsmarena.com/t_mobile_revvl_5g-10486.php,revvl 5g,8000,5,,0
574,1111,0.02,160,168,https://www.gsmarena.com/samsung_galaxy_note_8_0-5252.php,galaxy note 8 tablets,500,1,,2009
575,1108,0.02,78,50,https://www.gsmarena.com/motorola_moto_g_play_(2021)-10673.php,moto g play,7500,6,,1237
576,1106,0.02,30,143,https://www.gsmarena.com/apple_iphone_12_pro_max-review-2200.php,iphone 12 pro max specs,8000,4,,13
577,1103,0.02,2,175,https://www.gsmarena.com/nokia_2_2-9731.php,nokia 2.2,3900,1,,0
578,1099,0.02,62,7,https://www.gsmarena.com/compare.php3?idPhone1=9320&idPhone2=8858,iphone x vs xr,11000,6,,0
579,1099,0.02,18,156,https://www.gsmarena.com/xiaomi_redmi_7-9498.php,redmi 7,1800,1,,13
580,1099,0.02,8,6,https://www.gsmarena.com/blu_g9-9718.php,blu g9,4800,1,,0
581,1097,0.02,33,95,https://www.gsmarena.com/samsung_galaxy_j4-9204.php,samsung j4,2300,1,,1179
582,1093,0.02,421,11,https://www.gsmarena.com/samsung_galaxy_express_prime-8022.php,samsung galaxy express prime,800,1,,843
583,1090,0.02,48,105,https://www.gsmarena.com/huawei_p8_lite_(2017)-8516.php,huawei p8 lite,7400,3,,177
584,1088,0.02,42,158,https://www.gsmarena.com/samsung_galaxy_tab_s6_lite-10158.php,samsung galaxy tab s6 lite,6600,6,,31
585,1084,0.02,35,184,https://www.gsmarena.com/xiaomi_redmi_4_(4x)-8608.php,xiaomi redmi 4x,900,1,,118
586,1084,0.02,398,134,https://www.gsmarena.com/apple_ipad_mini_(2019)-9637.php,ipad mini 5 specs,1700,1,,348
587,1081,0.02,245,31,https://www.gsmarena.com/htc_desire_626s-7418.php,htc desire 626s,200,1,,427
588,1078,0.02,92,101,https://www.gsmarena.com/samsung_galaxy_j2_prime-8424.php,samsung j2 prime,1100,1,,1094
589,1078,0.02,459,113,https://www.gsmarena.com/apple_ipad_pro_9_7_(2016)-7984.php,ipad a1673,1500,3,,957
590,1076,0.02,7,190,https://www.gsmarena.com/huawei_nova_5t-9803.php,huawei nova 5t,4100,1,,4
591,1073,0.02,60,232,https://www.gsmarena.com/asus_rog_phone_ii_zs660kl-9770.php,rog phone 2 specs,600,1,,10
592,1065,0.02,93,265,https://www.gsmarena.com/blackberry_z10-5251.php,blackberry z10,1100,1,,348
593,1062,0.02,2,21,https://www.gsmarena.com/idc_forecasts_boom_in_smartphone_shipments-news-49330.php,gsmarena,112000,2,Top stories,4062
594,1061,0.02,17,6,https://www.gsmarena.com/t_mobile_revvl_4+-10485.php,revvl 4 plus,6300,5,,4
595,1060,0.02,533,120,https://www.gsmarena.com/blu-phones-67.php,blu phone,6100,3,,719
596,1060,0.02,774,77,https://www.gsmarena.com/samsung_gear_s3_frontier-8308.php,samsung gear s3 frontier specs,300,1,,1046
597,1059,0.02,18,175,https://www.gsmarena.com/xiaomi_mi_a2_lite_(redmi_6_pro)-9247.php,xiaomi mi a2 lite,1600,1,,3
598,1057,0.02,5,159,https://www.gsmarena.com/samsung_galaxy_m30s-9818.php,samsung m30s,1400,1,,0
599,1057,0.02,59,11,https://www.gsmarena.com/motorola_moto_e4_plus_(usa)-8666.php,moto e4 plus,5100,3,,93
600,1052,0.02,34,166,https://www.gsmarena.com/sony_xperia_sp-5364.php,soxy xperia sp,500,1,,167
601,1050,0.02,37,231,https://www.gsmarena.com/sony_xperia_u-4437.php,xperia.u,400,1,,120
602,1048,0.02,15,284,https://www.gsmarena.com/samsung_galaxy_a31-10149.php,samsung a31,1400,1,,9
603,1047,0.02,190,19,https://www.gsmarena.com/motorola_droid_maxx_2-7712.php,droid maxx 2,1500,1,,878
604,1045,0.02,1,0,https://www.gsmarena.com/instagram_brings_back_like_count_as_an_optin_feature-news-49333.php,gsmarena,112000,2,Top stories,4056
605,1040,0.02,72,211,https://www.gsmarena.com/samsung_galaxy_a9_(2018)-9344.php,samsung galaxy a9,3100,4,,700
606,1038,0.02,173,62,https://www.gsmarena.com/sony_xperia_xa_ultra-8102.php,sony xperia xa ultra,800,1,,355
607,1037,0.02,226,47,https://www.gsmarena.com/samsung_galaxy_tab_3_lite_7_0-5969.php,samsung galaxy tab 3 lite,1000,3,,647
608,1035,0.02,72,129,https://www.gsmarena.com/sony_ericsson_w810-1402.php,sonyericsson w 810 i,200,1,,73
609,1035,0.02,52,61,https://www.gsmarena.com/asus_zenfone_ar_zs571kl-8502.php,asus zenfone ar,1000,1,,10
610,1032,0.02,136,81,https://www.gsmarena.com/samsung_galaxy_note_pro_12_2_lte-5945.php,note pro 12.2,300,1,,683
611,1031,0.02,13,5,https://www.gsmarena.com/samsung_galaxy_s10e-reviews-9537.php,galaxy s10e review,8100,6,,0
612,1027,0.02,147,7,https://www.gsmarena.com/zte_grand_x_max_2-8110.php,zte grand x max2,100,1,,455
613,1024,0.02,14,65,https://www.gsmarena.com/zte_axon_10_pro_5g-9610.php,zte axon 10 pro,6300,2,,47
614,1023,0.02,13,81,https://www.gsmarena.com/asus_rog_phone_3-10296.php,asus rog phone 3,3800,3,,34
615,1021,0.02,77,60,https://www.gsmarena.com/oneplus_8_5g_(t_mobile)-10229.php,oneplus 8 5g,3600,4,,2
616,1020,0.02,134,155,https://www.gsmarena.com/samsung_galaxy_tab_s7+-10336.php,galaxy tab s7,44000,12,,716
617,1015,0.02,462,665,https://www.gsmarena.com/battery-test.php3,phone battery life comparison,200,1,,4699
618,1013,0.02,126,22,https://www.gsmarena.com/sony_xperia_z3v-6796.php,sony xperia z3v specifications,300,1,,185
619,1013,0.02,83,91,https://www.gsmarena.com/sony_ericsson_w580-1928.php,sony ericsson w5801,300,2,,110
620,1008,0.02,55,137,https://www.gsmarena.com/sony_xperia_x-7948.php,xperia x,1200,1,,426
621,1007,0.02,1162,35,https://www.gsmarena.com/apple_iphone_7_plus-pictures-8065.php,iphone 7 plus,133000,4,Sitelinks,2842
622,1005,0.02,37,117,https://www.gsmarena.com/xiaomi_mi_max_2-8582.php,xiaomi mi max 2,700,1,,203
623,1000,0.02,42,63,https://www.gsmarena.com/oneplus_8_5g_uw_(verizon)-10226.php,oneplus 8 5g uw,900,1,,51
624,998,0.02,7,166,https://www.gsmarena.com/xiaomi_redmi_k30-9991.php,redmi k30,5000,1,,113
625,993,0.02,10,88,https://www.gsmarena.com/huawei_nova_3i-9632.php,huawei nova 3i,2000,1,,0
626,992,0.02,7,23,https://www.gsmarena.com/samsung_galaxy_a91-9912.php,galaxy a91,1800,1,,0
627,991,0.02,53,50,https://www.gsmarena.com/compare.php3?idPhone1=9847&idPhone2=9846,iphone 11 pro vs iphone 11 pro max,3000,5,,0
628,991,0.02,4,114,https://www.gsmarena.com/samsung_galaxy_a01_core-10314.php,a01,16000,3,,665
629,989,0.02,264,77,https://www.gsmarena.com/nvidia_shield_k1-7832.php,nvidia shield k1,1500,4,,499
630,989,0.02,165,14,https://www.gsmarena.com/compare.php3?idPhone1=7243&idPhone2=6665,6plus vs 6s plus,100,1,,1347
631,988,0.02,89,6,https://www.gsmarena.com/zte_max_xl-8660.php,zte max xl,900,1,,49
632,983,0.02,86,57,https://www.gsmarena.com/_red_hydrogen_one-9396.php,red hydrogen one,6200,5,,375
633,982,0.02,4,98,https://www.gsmarena.com/huawei_mate_30-9886.php,mate 30,2300,1,,0
634,980,0.02,38,63,https://www.gsmarena.com/htc_u11_life-8885.php,htc u11 life,1100,1,,38
635,980,0.02,16,52,https://www.gsmarena.com/motorola_one_5g-10407.php,motorola one 5g,5500,4,,338
636,979,0.02,18,25,https://www.gsmarena.com/samsung_galaxy_s10-price-9536.php,samsung s10 price,7400,1,Featured snippet,0
637,979,0.02,66,202,https://www.gsmarena.com/samsung_galaxy_a5_(2016)-7789.php,samsung galaxy a5 2016,600,1,,1319
638,978,0.02,107,77,https://www.gsmarena.com/acer_iconia_tab_a500-3907.php,acer a500,300,1,,492
639,976,0.02,40,120,https://www.gsmarena.com/sony_xperia_j-4930.php,sony xperia jay,300,1,,152
640,976,0.02,13,111,https://www.gsmarena.com/xiaomi_black_shark_2-9639.php,black shark 2,5600,3,,33
641,975,0.02,38,8,https://www.gsmarena.com/lg_tribute_empire-9544.php,lg tribute empire,7100,3,,58
642,973,0.02,218,13,https://www.gsmarena.com/zte_zmax-6697.php,zte zmax,700,1,,383
643,972,0.02,85,129,https://www.gsmarena.com/microsoft_lumia_650-7859.php,lumia 650,700,1,,206
644,970,0.02,442,228,https://www.gsmarena.com/huawei-phones-58.php,?????,2000,5,,811
645,969,0.02,35,105,https://www.gsmarena.com/asus_zenfone_max_zc550kl-7476.php,asus zenfone max,1700,1,,224
646,969,0.02,131,532,https://www.gsmarena.com/samsung_galaxy_note_n7000-4135.php,gtn 7000,350,1,,569
647,968,0.02,363,86,https://www.gsmarena.com/apple_ipad_9_7_(2017)-8620.php,ipad a1823,1800,5,,230
648,966,0.02,139,201,https://www.gsmarena.com/nokia_lumia_1520-5760.php,nokia lumia 1520,1000,1,,164
649,961,0.02,420,116,https://www.gsmarena.com/samsung_gear_s-6620.php,samsung gear s,3000,4,,892
650,959,0.02,1737,906,https://www.gsmarena.com/google-phones-107.php,phone made by google,250,1,Featured snippet,1290
651,958,0.02,218,79,https://www.gsmarena.com/motorola_droid_razr_m-4973.php,moto droid razr m xt907,300,1,,483
652,958,0.02,3,109,https://www.gsmarena.com/xiaomi_redmi_note_8t-9946.php,redmi note 8t,2500,1,,0
653,954,0.02,59,17,https://www.gsmarena.com/lg_k20_(2019)-9828.php,lg k20,6100,4,,674
654,953,0.02,28,7,https://www.gsmarena.com/compare.php3?idPhone1=9109&idPhone2=9350,oneplus 6 vs 6t,1200,1,,0
655,950,0.02,76,1,https://www.gsmarena.com/compare.php3?idPhone1=5685&idPhone2=6378,difference between iphone 5s and 6,60,1,,2293
656,946,0.02,44,87,https://www.gsmarena.com/leeco_le_max_2-8051.php,leeco le max 2,700,1,,272
657,946,0.02,270,89,https://www.gsmarena.com/apple_ipad_pro_10_5_(2017)-8716.php,ipad pro 10.5 specs,500,2,,194
658,943,0.02,10,32,https://www.gsmarena.com/lg_q70-9815.php,lg q70,4800,3,,173
659,939,0.02,539,6659,https://www.gsmarena.com/glossary.php3?term=sensors,what is the accelerometer used for in mobile devices?,350,1,Featured snippet,681
660,937,0.02,8,20,https://www.gsmarena.com/compare.php3?idPhone1=10170&idPhone2=8131,iphone se vs iphone 8 plus,1600,1,,0
661,936,0.02,2,72,https://www.gsmarena.com/honor_20_lite-9641.php,honor 20 lite,3800,1,,0
662,935,0.02,6,199,https://www.gsmarena.com/oppo_find_x2_pro-9529.php,oppo find x2 pro,5100,2,,0
663,934,0.02,42,6,https://www.gsmarena.com/compare.php3?idPhone1=9536&idPhone2=8966,s9 vs s10,3000,3,,0
664,933,0.02,53,2,https://www.gsmarena.com/compare.php3?idPhone1=7821&idPhone2=6033,s5 vs s7,250,1,,4505
665,933,0.02,76,99,https://www.gsmarena.com/oneplus_7t_pro_5g_mclaren-9928.php,oneplus 7t pro 5g mclaren,2100,4,,0
666,932,0.02,143,7,https://www.gsmarena.com/compare.php3?idPhone1=8065&idPhone2=7243,iphone 6s plus vs iphone 7 plus,700,3,,4622
667,931,0.02,77,3,https://www.gsmarena.com/compare.php3?idPhone1=6378&idPhone2=8573,iphone 6 vs iphone 8,600,1,,1923
668,931,0.02,27,78,https://www.gsmarena.com/samsung_galaxy_j2_core-9255.php,samsung galaxy j2 core,1300,1,,86
669,929,0.02,6,88,https://www.gsmarena.com/samsung_galaxy_a51_5g-review-2128.php,galaxy a51 5g,6800,6,,0
670,928,0.02,19,31,https://www.gsmarena.com/compare.php3?idPhone1=9848&idPhone2=9320,iphone xr vs iphone 11,18000,7,,0
671,928,0.02,43,140,https://www.gsmarena.com/xiaomi_mi_note_2-8014.php,xiaomi mi note 2,600,1,,807
672,913,0.02,9,31,https://www.gsmarena.com/samsung_galaxy_a71_5g_uw-10276.php,samsung galaxy a71 5g uw,1500,1,,0
673,909,0.02,48,3,https://www.gsmarena.com/lg_q_stylo_4-reviews-9251.php,lg stylo 4,59000,8,,551
674,907,0.02,156,49,https://www.gsmarena.com/lg_g_pad_7_0-6352.php,lg g pad 7.0,1300,3,,524
675,903,0.02,185,14,https://www.gsmarena.com/amazon_fire_hd_7-6689.php,kindle fire hd7 specs,350,1,,201
676,901,0.02,99,222,https://www.gsmarena.com/huawei_mate_8-7239.php,huawei mate 8,1600,1,,292
677,899,0.02,80,83,https://www.gsmarena.com/motorola_droid_razr_maxx-4417.php,droid razr maxx specifications,450,1,,300
678,895,0.02,22,52,https://www.gsmarena.com/xiaomi_mi_pad_4-9249.php,xiaomi mi pad 4,1300,1,,83
679,895,0.02,600,17,https://www.gsmarena.com/apple_iphone_6s_plus-pictures-7243.php,iphone 6s plus,43000,3,Sitelinks,1997
680,891,0.02,219,27,https://www.gsmarena.com/casio_g_zone_commando-4550.php,casio g'zone commando,300,1,,178
681,891,0.02,162,13,https://www.gsmarena.com/compare.php3?idPhone1=6378&idPhone2=6665,iphone 6 or 6plus,150,1,,3066
682,890,0.02,28,177,https://www.gsmarena.com/xiaomi_mi_mix_2s-9067.php,xiaomi mi mix 2s,1500,1,,38
683,890,0.02,8,12,https://www.gsmarena.com/compare.php3?idPhone1=9554&idPhone2=9963,a50 vs a51,700,1,,0
684,890,0.02,55,74,https://www.gsmarena.com/sony_xperia_xa1_ultra-8595.php,sony xperia xa1 ultra,1700,1,,11
685,889,0.02,7,178,https://www.gsmarena.com/oppo_a9_(2020)-9819.php,oppo a9 2020,1900,1,,0
686,888,0.02,107,2,https://www.gsmarena.com/compare.php3?idPhone1=7945&idPhone2=8065,iphone 7 edge plus,200,1,,569
