#,Traffic (desc),Traffic (Percent %),# of Keywords,Referring Domains,URL,Top Keyword,Its Volume,Position,Page URL inside,Traffic value
915,651,0.01,66,132,https://www.gsmarena.com/motorola_moto_g_5g_plus-10307.php,moto g 5g plus,1200,3,,240
916,649,0.01,14,103,https://www.gsmarena.com/xiaomi_redmi_note_4x-8580.php,xiaomi redmi note 4x,900,1,,0
917,649,0.01,25,41,https://www.gsmarena.com/lg_k51s-10087.php,lg k51 specs,4600,6,,0
918,648,0.01,6,101,https://www.gsmarena.com/sony_xperia_10_ii-10095.php,sony xperia 10 ii,900,1,,12
919,647,0.01,15,98,https://www.gsmarena.com/huawei_p10_plus-8515.php,huawei p10 plus,2100,1,,0
920,647,0.01,23,102,https://www.gsmarena.com/xiaomi_redmi_note_5_ai_dual_camera-9120.php,redmi note 5,2800,2,,280
921,646,0.01,4,144,https://www.gsmarena.com/sony_xperia_5_ii-10396.php,sony xperia 5 ii,3200,3,,0
922,646,0.01,15,143,https://www.gsmarena.com/xiaomi_mi_9_se-9583.php,xiaomi mi 9 se,1700,1,,0
923,645,0.01,14,28,https://www.gsmarena.com/samsung_t919_behold-2587.php,samgung behold,400,1,,362
924,644,0.01,10,90,https://www.gsmarena.com/vivo_s1-9766.php,vivo s1,2900,1,,154
925,644,0.01,77,38,https://www.gsmarena.com/lg_g_pad_8_0-6353.php,lg g pad 8.0,600,1,,721
926,644,0.01,7,4,https://www.gsmarena.com/xiaomi_redmi_note_8_pro-reviews-9812.php,redmi note 8 pro,18000,9,,0
927,643,0.01,32,67,https://www.gsmarena.com/samsung_galaxy_tab_a_10_5-9263.php,samsung galaxy tab a 10.5,2900,4,,40
928,643,0.01,109,3,https://www.gsmarena.com/compare.php3?idPhone1=6665&idPhone2=7242,iphone 6s and iphone 6 plus,100,1,,1342
929,641,0.01,61,136,https://www.gsmarena.com/samsung_galaxy_tab_a7_10_4_(2020)-10411.php,galaxy tab a7,3800,4,,764
930,641,0.01,12,137,https://www.gsmarena.com/nokia_c2_01-3638.php,nokie c201,300,1,,140
931,639,0.01,2,84,https://www.gsmarena.com/huawei_p_smart_z-9694.php,huawei p smart z,2500,1,,0
932,638,0.01,30,1,https://www.gsmarena.com/compare.php3?idPhone1=9257&idPhone2=9690,pixel 3a xl specs,2600,2,,0
933,637,0.01,51,9,https://www.gsmarena.com/compare.php3?idPhone1=9536&idPhone2=9535&idPhone3=9537,s10 vs s10 plus,2800,4,,0
934,632,0.01,44,145,https://www.gsmarena.com/samsung_galaxy_a8-7249.php,galaxy a8,2500,3,,1262
935,632,0.01,146,263,https://www.gsmarena.com/motorola_razr_2019-9630.php,motorola razr 2019,2600,4,,208
936,631,0.01,71,141,https://www.gsmarena.com/huawei_ascend_mate7-6543.php,huawei ascend mate 7 spec,100,1,,131
937,630,0.01,101,21,https://www.gsmarena.com/asus_memo_pad_7_me176c-6412.php,asus memo pad 7 spec,300,1,,147
938,630,0.01,18,105,https://www.gsmarena.com/samsung_galaxy_a60-9616.php,samsung a60,1000,1,,0
939,628,0.01,90,17,https://www.gsmarena.com/amazon_fire_hd_10_(2019)-10620.php,amazon fire hd 10 specs,250,1,,213
940,628,0.01,13,38,https://www.gsmarena.com/samsung_galaxy_s20_ultra_5g-price-10040.php,s20 ultra price,2700,5,,0
941,627,0.01,15,64,https://www.gsmarena.com/lg_v60_thinq_5g-review-2101.php,lg v60 specs,2100,5,,0
942,627,0.01,71,120,https://www.gsmarena.com/samsung_galaxy_note_i717-4374.php,samsung-sgh-i717,150,1,,407
943,626,0.01,44,364,https://www.gsmarena.com/samsung_galaxy_y_s5360-4117.php,samsyng y,500,1,,390
944,626,0.01,64,491,https://www.gsmarena.com/samsung_galaxy_nexus_i9250-4219.php,galaxy nexus specification,400,1,,679
945,626,0.01,139,53,https://www.gsmarena.com/amazon_fire_hd_8_(2020)-10245.php,fire hd 8 specs,300,1,,177
946,626,0.01,40,1,https://www.gsmarena.com/compare.php3?idPhone1=7821&idPhone2=7431,note 5 vs s7 specs,100,1,,2100
947,626,0.01,71,168,https://www.gsmarena.com/sony_ericsson_c905-2427.php,sonyericssonc905,90,1,,63
948,625,0.01,183,101,https://www.gsmarena.com/apple_watch_series_7_leaks_in_renders-news-49211.php,apple watch series 7,6700,9,,204
949,625,0.01,30,0,https://www.gsmarena.com/compare.php3?idPhone1=9163&idPhone2=9788,note 9 vs note 10,5200,5,,10
950,625,0.01,25,72,https://www.gsmarena.com/lg_optimus_l5_e610-4571.php,ig optimus l5,300,1,,508
951,624,0.01,91,123,https://www.gsmarena.com/htc_one_max-5704.php,htc one max,600,1,,130
952,623,0.01,42,304,https://www.gsmarena.com/sony_xperia_s-4369.php,[xperia s,500,1,,289
953,623,0.01,19,54,https://www.gsmarena.com/htc_desire_10_pro-8277.php,htc desire 10,900,1,,531
954,622,0.01,287,75,https://www.gsmarena.com/samsung_galaxy_s_iii_cdma-4799.php,samsung galaxy s iii sph-l710,70,1,,335
955,620,0.01,45,209,https://www.gsmarena.com/nokia_5310_xpressmusic-2087.php,nokla xpress music,400,4,,154
956,620,0.01,58,3,https://www.gsmarena.com/compare.php3?idPhone1=4910&idPhone2=6378,iphone 5 vs 6,200,1,,1755
957,619,0.01,12,115,https://www.gsmarena.com/samsung_galaxy_s20_fe_5g-review-2178.php,s20 fe 5g,3800,7,,0
958,618,0.01,85,263,https://www.gsmarena.com/nokia_lumia_520-5322.php,nokia lumia 520,1300,1,,111
959,617,0.01,10,5,https://www.gsmarena.com/nokia_3_1_c-9737.php,nokia 3.1 c,2300,1,,0
960,617,0.01,186,29,https://www.gsmarena.com/compare.php3?idPhone1=8573&idPhone2=8064,iphone 7 vs iphone 8,3900,5,,1772
961,616,0.01,53,148,https://www.gsmarena.com/samsung_galaxy_core_i8260-5419.php,samsung galaxy core,400,1,,661
962,614,0.01,12,91,https://www.gsmarena.com/huawei_watch_gt_2-9888.php,huawei watch gt 2,7300,7,,7
963,614,0.01,586,66,https://www.gsmarena.com/microsoft_surface-5082.php,surface rt specification,450,2,,728
964,613,0.01,65,55,https://www.gsmarena.com/sony_xperia_c4-7227.php,xperia c4 spec,150,1,,98
965,612,0.01,4,180,https://www.gsmarena.com/nokia_5_3-10117.php,nokia 5.3,4000,2,,5
966,612,0.01,20,79,https://www.gsmarena.com/energizer_power_max_p18k_pop-9573.php,energizer power max p18k pop,600,1,,16
967,612,0.01,84,27,https://www.gsmarena.com/htc_desire_526-7419.php,htc desire 526,400,1,,535
968,612,0.01,58,210,https://www.gsmarena.com/sony_xperia_z1_compact-5753.php,sony xperia z1 compact,800,1,,72
969,611,0.01,68,230,https://www.gsmarena.com/asus_zenfone_6_zs630kl-9698.php,zenfone 6 2019,500,1,,33
970,609,0.01,20,8,https://www.gsmarena.com/t_mobile_revvlry+-9764.php,revvlry+,1200,1,,0
971,607,0.01,515,93,https://www.gsmarena.com/apple_ipad_mini_3-6741.php,ipad mini 3,9900,7,,347
972,607,0.01,57,194,https://www.gsmarena.com/xiaomi_redmi_note_2-6992.php,xiaomi mi note 2,600,2,,358
973,606,0.01,21,136,https://www.gsmarena.com/sony_xperia_t-4899.php,sone xperia t,300,1,,278
974,606,0.01,18,57,https://www.gsmarena.com/lg_g8x_thinq-review-2017.php,lg g8x review,3800,6,,0
975,605,0.01,22,30,https://www.gsmarena.com/huawei_mediapad_m5_8-9092.php,huawei mediapad m5,4700,5,,0
976,605,0.01,31,87,https://www.gsmarena.com/samsung_galaxy_note_fe-8683.php,note fe,700,1,,67
977,605,0.01,50,5,https://www.gsmarena.com/compare.php3?idPhone1=9163&idPhone2=8505,note 8 vs note 9,2500,3,,21
978,601,0.01,194,59,https://www.gsmarena.com/microsoft_surface_2-5725.php,microsoft surface 2,6100,9,,333
979,601,0.01,7,47,https://www.gsmarena.com/xiaomi_redmi_airdots_3_pro_to_arrive_on_may_26_with_anc-news-49281.php,xiaomi redmi airdots,1700,1,Top stories,0
980,600,0.01,106,11,https://www.gsmarena.com/zte_grand_x_max+-6915.php,zte grand x max plus,200,1,,528
981,600,0.01,101,3,https://www.gsmarena.com/compare.php3?idPhone1=8346&idPhone2=8064,google pixel vs iphone 7 specs,200,1,,215
982,599,0.01,6,112,https://www.gsmarena.com/oppo_reno-9631.php,oppo reno,6800,3,,0
983,598,0.01,14,82,https://www.gsmarena.com/nokia_5310_(2020)-10144.php,niokia 5310,400,2,,62
984,596,0.01,107,72,https://www.gsmarena.com/lg_g3_s-6475.php,lg 3 beat specs,150,1,,579
985,595,0.01,117,67,https://www.gsmarena.com/samsung_galaxy_tab_3_10_1_p5220-5491.php,samsung tab 3,2100,6,,1256
986,594,0.01,14,17,https://www.gsmarena.com/samsung_galaxy_s20_5g_uw-10254.php,samsung galaxy s20 5g uw,1400,4,,0
987,592,0.01,15,152,https://www.gsmarena.com/nokia_5-8571.php,nokia 5,2200,1,,119
988,591,0.01,117,44,https://www.gsmarena.com/zte_axon_7_mini-8232.php,zte axon 7 mini,900,1,,200
989,591,0.01,39,4,https://www.gsmarena.com/compare.php3?idPhone1=8967&idPhone2=8505,s9+ vs note 8,100,1,,0
990,590,0.01,7,90,https://www.gsmarena.com/oppo_f11_pro-9566.php,oppo f11 pro,1900,1,,0
991,590,0.01,13,91,https://www.gsmarena.com/samsung_galaxy_j6+-9334.php,samsung j6 plus,800,1,,0
992,590,0.01,14,7,https://www.gsmarena.com/samsung_galaxy_a50-reviews-9554.php,samsung galaxy a50 review,6900,7,,9
993,589,0.01,40,44,https://www.gsmarena.com/sony_xperia_z1s-5950.php,sony xperia z1s specifications,300,1,,59
994,588,0.01,46,13,https://www.gsmarena.com/compare.php3?idPhone1=8733&idPhone2=8720,pixel 2 vs 2xl,150,1,,0
995,587,0.01,35,0,https://www.gsmarena.com/compare.php3?idPhone1=7431&idPhone2=7243,iphone 6s plus or note 5,200,1,,54
996,586,0.01,185,20,https://www.gsmarena.com/amazon_fire_hd_6-6688.php,kindle fire hd 6 spec,200,1,,130
997,584,0.01,64,96,https://www.gsmarena.com/motorola_xoom_mz604-3833.php,moto xoom specs,250,1,,461
998,584,0.01,13,59,https://www.gsmarena.com/honor_note_10-8799.php,honor note 10,800,1,,29
999,584,0.01,662,8184,https://www.gsmarena.com/network-bands.php3,3 g net work,500,5,,1003
1000,582,0.01,30,1,https://www.gsmarena.com/compare.php3?idPhone1=6849&idPhone2=7431,note 5 vs s6,100,1,,641

